lang,phonemes
it,i o ʁ uə o ɪ k͡p̚ ʌ ɴ t͡ɕ y æ n d a ʂ o d o ɾ a n t e s t æ ɾ
it,ɤ ɾʲ ɪ i m o m e n t o l̪ lʲ i m i tʲ i a m o t͡ʃʲ ɪ a l lː
it,m u n tʂ o ɾ ɒ ɪ i k o ŋ pʰ uə e lʲ b̥ ʌ tʂ e ɕ i m o uə k̟ʲ iː ə j a p uə
it,ʁ a s y i lʲ e t a ð i g e b̞ ʌ i a m o a ɾ ɒ e n ð e ɾ e p i u b i lʲ iː i b iː l e ɒ kʰ o tʂ e k͡p̚ o s ɪ ʂ uə tʂ ɻ̩
it,s ɛ m uə a ɳ e ɡ̤ i ɒ
it,e t̪ ɾ e l̪ lː a m iː ɪ a s a n t iː f i ɡ a tɕʰ i o n e tʂ a n d ɪ ʂ uə tː uə o l ɪ a o t uə o
it,ʔ æ n i t ɨ k͡p̚ ə s ɔ n t ɨ ʌ b̥ ʌ tʰ ɟ ɛ
it,t̪ uə lʲ i n tʂ ɻ̩ e ɾ a m ɒ o t uə p e s a n t̪ ʌ ŋ b ɒ tɕʰ æ a l̪ lʲ e n ɻ uə b̞ o
it,iː f iː dʲ iː h ʌ m b̥ uə v ɛ ɾ ɾʲ ɪ b̥ ɪ ɾ uə m a j ɪ l ɒ ʂ ɒ ɾ ə l e m æ n t ə ɾʲ
it,ʁ uə e s e g ʌ ɾ a n d i f e lʲ ɪ iː m iː s o l o k o ð e s f uə d͡ʒ a n t iː k iː æ ə ɴ tʰ i
it,tɕʰ i n m ɒ ɪ tɕ i ŋ p uə o ɳ i t ɾ e ɪ k o t͡ʃʲ y ɾ iː p a t e
it,o f e ɾ t ɨ e n k w e ʂ p ʌ s i ð ɪ a ɕ i o n ʂ ɻ̩ o n ŋ z ʌ m a n d a ð iː
it,ɴ o ɴ e ɕ iː s ʌ l ɪ a m e ɪ ʂ ɒ ð e ɪ f a ɴ tʂʰ uə l iː n uə ɴ ɪ
it,t͡ʃʲ y æ l m uː ʂ ɒ n ɪ l ɒ ɪ ɛ k w e sː t a n a p e ɾ s uə ʐ e n t o b̞ a ɾ a n t ʌ s i e
it,n ɪ m iː n t ɪ s̪ a ɾ e p ɪ ɾ o i n iː tʲ i a t̪ e lʲ e ɾ a p ɾ e s a s̪ iː
it,o tʂ o ŋ t uə ʂ tʂ ʌ ŋ tʂ a tʰ uə
it,tʂ u l a o k̟ʲ i e ɕ e ʂ u ɴ m o n d uə ɾ i g ɾ a s̪ ʌ p ʌ ɾ l a t e
it,ɒ n iː mʲ ɪ ɴ o n iː p ʌ o m o ɾ tʂ ʌ ʁ ʌ l ʌ n m e ɪ n t e a ts uə o l
it,l a k uə w a ð e m ʌ b̥ a ð ɪ g e ð iː s u ɾ a b̞ a n k e lʲ ʌ i dʲ iː v̞ʲ i ts o ð e k a
it,ɾ ʌ tɕ o ɴ ɲ i æ n b̞ ʌ k uə ʂ s t ʌ k uə j e l̪ l ɒ tʂ uə o m a ɪ tʂ u s t e k e p uə ɾ o ɾ o n i k a ɴ iː ɴ tʂ uə o t ɒ
it,e p uə e n d j o ŋ ɕ e t a ɳ i ɴ o ʁ e p uə ʂ ɻ̩ s t a t uə ɒ k͡p̚ uə z a t o n ʌ
it,k w a n tʰ o ɕ ɪ l p o ɾ t a t e k uə e s ɪ s t æ n a ð iː k o n t ɹ̩ ɾ ɒ o ɴ l uə ð e ɾ ɒ t a
it,k a p e ɾ s i n o ð iː t̪ iː o uə ð ɪ lʲ e sː e ɾ j u m a n iː
it,t a n t uə k uə a n t o l a k u m u n j o n ɪ k e s i p uə o b̞ e æ ɾ e x u n i ð e m u n iː
it,s a j
it,ɾ a b̞ i
it,b̞ a k̟ʲ i n a pf i uə a ɴ d ɪ l a ʌ i ð e ɾ ɪ n a s ɻ̩ t uə b̞ a t̪ o a s uə p ɾ lʲ iː m ɒ
it,e n o ʁ k a l m e n o p e ɾ k uə e l o k e ʌ s i b̞ i f o ɾ i ʂ iː
it,ɪ z tʂ ʌ m uː n ɒ l k ə m ɪ n s ɛ s k lʲ i v ɹ̩ ɔ̃ n tʲ iː
it,e iː j a ʂ i o ŋ ɴ ɒ uə t̪ iː ŋ m o ʂ ɻ̩ p uə ɾ ɪ ʂ ɒ ɪ i ɒ
it,l a m ʌ ɕ e l a t e lʲ l w a m o ɕ i ɪ s l o k a k a s k o n t a lʲ e æ b̞ e n t ɹ̩
it,lʲ iː ð e ɾ ɒ n ʌ a t uə ɾ a e s uə lʲ lː a s uə a n d ɪ p a lʲ ɪ j a t a iː
it,ɒ n p o p j i f ɾ e t o e k o i ɪ s t a tʰ e s p o s t a n d o b̞ e ɾ ʂ o t̪ e ɾ e
it,tʂ e k uə t ɪ e n ɴ ɪ s k ʌ s ʌ p uə ɾ t e
it,e ɾ iː l m iː ɴ n o m a lʲ e iː s uə o ð ɪ p o ɴ e ɪ m ʌ n i e ɾ ɪ ʌ ɟ e ʂ ɻ̩ ɾ ʌ l o k a t i
it,ɨ t ɒ s̪ e a k e iː tʂ iː p iː kʰ uə o l ʌ ɳ d ɨ
it,ʂ ɒ a ɴ d ɒ t̪ ә ɕ i x a b ɒ n d ɒ n ɒ
it,ɾ ɒ l a b iː lʲ e ɛ u n a ʁ n o n a k uə ɾ e l lː a b i lʲ e i a m o t e m ʌ
it,tʰ uə t̪ m ɪ o
it,tɕ o uə lʲ ɪ s uː ɾ i k o p a i ɕ y m ɪ ʂ ʌ
it,w a ɛ i t̪ a s i t͡ɕ iː p uə ʁ ɛ l̪ ɛ p ɤ̆ ɾ s ɒ p uə s ɒ k͡p̚ uə a n ɒ x ɒ i
it,ɔ̃ tɕ i m a kʰ o ɒ s̪ a ŋ ɴ i lː a ð ɻ uə k t ɒ e ð e k e pʲ i ʌ a m uə t iː
it,ɕ ɻ̩ tɕ i o uə n ɪ
it,ʁ uə e n
it,iː s pʲ iː j a ɾ e ð a ʂ o lʲ ɪ k w e s t a ɛ l i ɾ o n i j a k uə a l t e b̞ a ɒ l̪ t ɪ
it,k e o ɾ e a n t uə o ɴ iː b̞ e k ɾ o p a t ɾ a p e ʁ sː ɻ̩ ɾ o i tʂ uə e t e a s ɯ ð e l ɪ l uə ɾ
it,ɒ t͡ɕ iː b iː ð iː m
it,iː k ʌ ð ʌ s iː n i n ɴ i tʂ ʌ s n iː ɕ i k a tʰ ʌ lʲ e m o n ɪ ʁ ʌ l e b̞ ij j a k͡p̚ a
it,t e d i p ɾ o d o uə tː o e k uə a n tɕ i t a t i b̞ iː
it,l ɒ s k͡p̚ uə k o uə t e t i b̞ a lʲ ɪ tʂ ə ŋ
it,u n ɕ i n d o l o p e ɾ lʲ e k o n s ɛ g b̞ e n s e ð e lː a t ɾ a s f o ɾ m a tɕ i o uə
it,p e ɾ k e p u ɾ t i l uə k ɾ a ɾ e a u n k uə a l k e s i m e l uə ʀ ʌ n t a
it,d iː kʰ o ʂ ɒ p i ʂ uə ə kʰ ʌ b i ɴ tʂʰ ɒ pʰ ɾ ʌ tʂ o ŋ ɾ e pʰ ɾ o t uə
it,d i t̪ ʂ ɒ m i n t uə o x a ɴ n ʊ w a l e ʂ i l a b̞ i ts a u tɕ iː
it,uə m a tʂ e ɪ a ə l̪ e tɕʰ i k o tʂ a ŋ t ɒ d uə e k o ŋ p iː l a
it,ʁ l̪ a pʲ ʏ u b̞ i t͡ʃʲ i n o k o m e ɕ ɪ p ɾ ʌ v ʌ n tʂʰ ʌ n o k uə e s t e l a ɪ t e ɾ e
it,i æ m o ð e s t a ts o p ɾ e kʰ uə p a s ɪ o lʲ e n ɪ t͡ʃʲ ɻ̩ ts a ð ɪ n ɪ
it,m uə ɒ k ɒ f ʌ e ɕ i
it,iː tɕ y tʲ iː n a ʋ ɕ ɪ o u n ɪ sː a l b a ɡ w a ɾ lʲ ɪ a ð ɪ e l a p ɾ l o p ɾ e t a ɪ p ɾʲ i ð a ɪ t a
it,ʔ ɛ ɴ p uə m a l e d e k a ɪ tɕʰ y æ n p ɾ o p j o uə k uə
it,n o uə n a k e ʌ v o l u uə t o ɾ iː s p o n d ɪ ɾ e ɪ k e a ɾʲ i ɾ
it,iː d o lʲ lː o p a t̪ ɾ a b̥ ɒ ɪ ʂ ə ɾ i
it,l a ʂ i k͡p̚ ɒ t̪ ɾ i tʂ ʌ ɕ i uə o n e ð ə k uə a
it,b̤ ʌ a l g ɾ e g e s̪ j o n e
it,l a ʁ ɒ o l p ɾ e t o k o l o ð iː i n t e s a p e ɾ k uə e ɪ s t o iː n p o ɾ t a ɴ tʂ e k o
it,k ɔ̃ ɾ s ɯ m ɑ ɹ d l i ʌ
it,ʔ a ɴ tɕ ʁ o p ɾ k a s u b̞ i s t e lʲ ɪ e m o ð iː ɕ i k e ð j e ɾ ɕ æ n t e m a ð a l̪ l ɪ
it,p ʌ ɾ o k͡p̚ ʌ ɴ æ b̞ e ɪ s uə o l o ŋ i ɕ i ɪ
it,l a b o s i n b i n i t a d i n t ɾ o b̞ a ɾ e m u m e ɾ o tʂ iː ɕ i ɴ
it,n ʌ m p uə e sː e n tʂ ɪ ɡ l e t̪ a t o ɡ o m e ɾ o ŋ p o s̪ a ɪ s t e ð e
it,t̪ o ð o p uə uː i l s i z m a t̪ ɨ i m i lʲ e o uə n o ʂ ɒ n tʂ ɪ ɴ iː ŋ b̞ a ɾ a e t ə
it,ʔ ɔ t a t͡ɕ i b ɒ s o ɒ k͡p̚ ɔ̃ m ɒ t͡ɕ i æ
it,ɒ ə f ɒ tɕʰ y lʲ e f e ɾ i j æ t̪ i ŋ k uə e lʲ p u n t o l ɒ o p e l̪ l i k uə o
it,a ʁ t e ð e lʲ e m a ɾ m o t e
it,iː tʰ o ɴ o ʂ uə o l̪ ts uə o tʰ ʌ ŋ iː ɴ tɕʰ iː ɴ i t e t ɒ m ɒ a pʲ i iː ɴ ɒ p uə e ɳ m uə o m e
it,d i k͡p̚ uə a k͡p̚ iː t̪ ɾ a tʂ o e ɒ o
it,n e ɾ s uə lʲ i n ɴ d j a m e n t ɾ e n dʲ j iː t ɾ e n d͡ʒ a l a f ɾ o n tɕ j e a ɾ a k o ɴ lʲ j ɪ o ɾ o
it,i n b̞ uə o ɴ o f e d ɪ b iː ɕ iː b ɒ ɕ y a b̞ iː tʂ e ɾ a tʂ uə
it,s k a n o n ɪ e l̪ iː i l b̞ a l o ɾ e m e ɾ ɪ k uə i n ɴ d i u t i lʲ i ts a t ɨ k o m e s
it,ɾ e lʲ i tʰ i f uə ʂ e b̞ i j e ɴ n o m
it,n o ʁ tʂ u o k e tʂ uə e tʂ ʌ e p o ʁ o t a m e s a b̞ a ɳ m iː a i
it,k uə a n d o p a t ʀ e ɪ k ʌ n o ŋ ɕ i a p ɾ ʌ ɻ e n t a t o t͡ʃʲ y e æ b̞ iː s t iː
it,i p uə o ð b̞ ɒ pʰ a ɪ lʲ i ð e ʔ u ŋ ʌ
it,f a tʂʰ uə i m iː t a n d uə lʲ l s e ɲ o iː l s a tɕʰ y e ɾ d uə
it,ɒ s u tʂ ʌ ð e n d uə
it,tʂ u k͡p̚ ɛ ɳ e s̪ ʌ r ɒ e t u s p uə ɒ ɴ k͡p̚ a b a ɾ ɤ̆ n ɒ s p ɒ l̪ d ʌ
it,f ɛ t ɪ
it,iː i n d iː s t a k o tɕ o uə m o t o b̞ ɾ e
it,i ts ɾ ɒ ɪ ʂ uə ɒ ɪ m e n t ɾ iː n a lː a t̪ ɾ p a ɾ
it,uə i tʂ ʌ e m iː tɕʰ y ɾ ə ɴ a l i ʂ ɻ̩ t e i ŋ
it,ʔ ɒ l i z ð ɒ iː
it,ɒ ɪ ts uə o ɴ ij j a ŋ
it,m i j ɳ j e ɴ b̤ ɾ ɒ tʂ ʌ uə t uə t̪ a ɪ lʲ e t̪ ɒ n s uː ʂ o ɾ b æ ә
it,iː t ɨ m iː ɪ ʂ a v iː ɴ n iː ɾ ɒ l a p e l̪ l ɪ e n ts uə ɒ o k a kʰ uə s
it,ɾ e n tʂ ɪ k j iː ɴ o u n ɒ b̞ j ɪ b̞ o a f i l iː tʂ uə t͡ɕ ɒ b̞ i a
it,ɾ o uə lʲ e ð e b̞ o l e t i s t ɾ o uə t͡ʃʲ e ʂ uə o p e ɾ m æ n ɪ p a ɾ t a i n b iː i t a tʂ u m ɪ s e i m ɪ s
it,b̞ e s iː n t o k e n o n p a ɾ e ɾ e m o t iː p uə a ɾ ts a b̞ j e ɾ p ʌ ɳ e f a ts uə
it,tɕ i g uː e ɪ t̪ uə o w e i n f a
it,p e b̤ ʏ ɪ ʂ o ŋ v ɒ ɪ tʂ uə l uə o ʂ ɻ̩ tɕ ɒ l̪ o l̪ a tʂ o ts uə d a
it,n ɒ tɕ y tʂ u uə ɡ ɒ ɪ ɾ a ɪ
it,ʀ ʌ j o uə ʁ i j o uə tʂʰ a ɾ a ɪ ʁ ʌ m i ɲ i n iː n ɴ e
it,ɕ i æ ʁ o a uə
it,t uə p uə d i k uə l uə ɾ e l̪ j e p uə l i tʂ ɒ ɴ k͡p̚ a ð uə ɪ
it,ts æ lʲ i ð e ɪ s t e lʲ æ ɪ ɕ i e s e l ɴ tʂ ɻ̩ ɾ ɒ a kʰ ʌ ɾ b̞ j o uə k ʌ e t a n t͡ʃʲ i a p a ɕ ɻ̩ n a t͡ɕ i k o m uə tʂ uː
it,k ʁ uə a ɴ d o uə t̪ i ʂ ɻ̩ b̞ i æ ɴ m e
it,n e l a ð o l o b̞ o uə k ɾ e tʂ ɪ ð e æ a l o p o ɾ m a tɕ iː tɕ i a l e
it,j a l tʂ uə e i b̞ i n p a e z iː k e
it,k͡p̚ uə e ɪ b iː d uə k̟ʲ ʌ ð ɪ p ʌ n a
it,ɴ iː v e t͡ɕ e a n l uə ɾ i k a ð u uə t̪ e p o s ɻ̩ tʲ iː b̞ e a ŋ k e s u lʲ i n t e ɾ o uə s e
it,ɪ n iː lʲ ʌ s i m p i n ɕ i a n e s a lʲ b̞ æ n
it,l a tɕ a ð ɪ v iː o tɕ iː ð j e m tʂ e b̞ u lʲ i k a n t o ð ɪ
it,j ɒ o k͡p̚ ʌ ɾ a ɴ ʌ d i kʰ ʌ m b i æ a ɴ æ n tɕ iː b̞ i ŋ ɴ t ʌ ɴ ɒ ɪ ɾ a ŋ x uə uː ɪ ŋ d iː
it,j o tʂ ɤ
it,d i d i ʂ a ɴ t̪ ʌ n d ɾ ɒ ɪ k͡p̚ iː pʰ a j o uə s̪ kʰ o p e
it,a l̪ u t uə b̞ ɾ e p a ɾ l a n d o a l a ʂ e m b l e ð e l e n a tɕ i o u n i u n i t e
it,iː ɴ tʲ e kʰ uə œ ʂ t ə ʔ iː ɪ t͡ɕ o tɕ i n ɔ̃ ŋ ʂ o uə ɻ uə e ɻ ʌ n t a n
it,ɪ o n iː p e ɾ s o n a s a v e ɾ s o tʂ o ʁ uə s t ɒ ɾ a tɕ u lʲ i s̪ i o uə fʲ i n a l e d ɒ
it,tʲ iː l tɕ o i m ɪ z o n t e ɕ i g o t e tɕ ð o uə t i m i z
it,pʲ ɛ ɾ tɕ y
it,ɒ ð e ɪ ð e ɪ m ɒ p̚ p ʌ e k͡p̚ x o i k͡p̚ uə e i ɪ l i s a ɪ tɕʰ i ɴ ɻ ɪ
it,i ɾ ɹ̩ t a n ts uə b̞ a ð ɪ ɕ i e n m uə o j o uə x o ɳ ɴ ɪ iː p j iː
it,ɒ l̪ ә ɨ
it,p i u uə t a t e n t o l a m i iː s uə ɾ a tʲ ɪ x uə e s t o n i m a lʲ ɪ o uə n iː b̞ o ɾ o
it,ɒ e p uə o lʲ iː f e ɴ n ɒ o l lʲ ɪ o uə ð i t a m i n ɪ
it,uə s̪ e sː e ɾ e p j u t ɾ a s p o ɾ t a b i ɾ a
it,t i s t ɪ k͡p̚ iː a ŋ ɴ ɒ ʂ uə ɒ f e ɪ ɾ ʂ o ɴ a lʲ i s a n o lʲ lː uə k uə
it,iː t͡ʃʲ ɪ b̞ ɾ ɪ e u uə f iː n e t a ɳ nː o ɾ o s a s t o f uə dʲ e ɾ a æ t̪ o uə d i iː s k͡p̚ uə
it,i ʂ uː d͡ʒ̤ ɒ tʂ ʌ p e ɾ o iː ɾ e ɪ p a ɾ ɒ
it,b̞ ɪ iː m i iː tʂ e v̞ʲ e ɪ s k u s a ɾ e ʂ ɻ̩ s i m b ɾ o k uə s iː k o uə
it,ɾ o uə d i ɪ l a ʂ w ɪ m a ʂ ʏ n ɪ ɕ iː
it,s ɪ p uə e l a p uə lʲ lː a n o n e ð ɪ o ɡ uə t a l a p uə l ð ə ɾ ɪ n a ɲ iː k a
it,b̞ ɒ ɪ dʲ i a m ә ɴ j o uə b l ɒ s̪ iː
it,e l s i n ɴ d e ɪ x o uə tɕ i a m s t e ɾ d a m o ɾ b̞ i n a lʲ i n t e ɾ b̞ e n t uə ɾ e
it,d o n o a n e ʂ ɪ p e ɾ o b iː ð ʌ e l a k o m e ɪ t e ɾ e l e ɾ o ð ɪ ð ɪ p e ɪ sː a ɾ e k iː f uə
it,t͡ʃʲ e b̞ ɒ a t e o uə l uə tɕ ʏ a ɾ e s a ð e n t a ɪ d͡ʒ e n e s iː ð e lː a s ɾ u b uə
it,e k o m j a b̞ ɪ ɾ l o k uə i n dʲ e m e d͡ʒ a n d a ɾ a k i a lʲ i ɾ e
it,lʲ e ɾ i m a n a e n tʲ iː tʂ ɾ u uə tː ʌ b i a ŋ k e k o n t iː n w uə a l a l o t a
it,ɛ lʲ l ɒ ts o d e l u s uː p uə m i iː ɴ d ɨ x ɒ t̪ tʂ u j ð ɒ lʲ e
it,x o lʲ i n o ɾ a k u n t o p ʌ ɾ t iː k o l a ɾ e k e n o n ɪ e ɾ ɾʲ iː s̪
it,b̞ e ɾ o e p ɾ o f ɾ i o uə i n d ɪ k a t uə o ɾ e b j o l ɒ o tʂ iː s o uə d j a kʰ uə e
it,m iː ɴ tʰ i ts i a l i b̞ a ɾ j a n o
it,ɴ i b̞ e l i ŋ tɕ i ɾ ɹ̩ tɕʰ iː p ʌ ɾ ɔ uə tʂ e ʁ uə ɾ ɻ̩ tɕ uə a ʁ iː ɴ
it,g ɾ a ts e ɾ a lʲ e s t ɾ a s u n m a s a m i iː tɕ j a e k u ɾ e d iː p a p a f ɾ e n
it,ɒ t ɒ a t ɒ f ʌ l uə t͡ɕ y ts a iː s k ʌ n o ŋ l a k uə e s
it,b ʌ ɾ lʲ k͡p̚ o uə ʂ ɻ̩ lʲ ɒ ʁ m ɴ i ʔ a l k uə ɪ t e m iː k͡p̚ e b̞ o ɾ ʌ ʂ ɪ t ɒ
it,ʁ e l a t̪ i b̞ i æ a p o ŋ tʂ a o l o k͡p̚ iː l i ts uə e ɴ p uə ɒ t uə ʂ o
it,a t̪ e ɪ v uə t uə d iː tɕʰ i a d iː e b æ n d e n ʌ m j æ a m a s k o s t uə ɾ s uə ʂ
it,s i a b̞ uə ɾ lʲ i ð iː ð o s k ʌ p e ɾ ɡ uə m a ɪ i s̪ i ŋ iː ɾ i ɴ ɪ w e ɪ ə
it,o t̪ʰ e ɾ ð æ iː s p a i o e p e ɾ a l u ŋ g a ɾ ɪ l a n o s
it,v e n ɪ k o m p ɾ e t a m e n s̪ e a ɴ n j æ ɴ t a t ɹ̩ a tʂ uə
it,a t ɾ o b̞ e ɾ s o l a m o a n a n d uə p uə i n dʲ iː ð a
it,p o ɾ d ɒ e uə e ð i a m ʌ ð o uə tʂ iː t o b̞ ɒ t ɪ k uə
it,ð e l v e s k o m o pʲ e ɾ o i a o a n e a b̞ o l e a sː e n t i ɾ a
it,ɒ n iː s̪ ʌ o ɲ iː e ʀ a tʂ ʌ ŋ t͡ɕ ə n e ɾ e
it,ɾ uə o v iː n ɴ t͡ʃʲ ɒ
it,a p ʁ iː lʲ e lʲ iː m iː g a t̪ a i n o n v ɤ̆ ɪ ð e n tɕ i e ɾ a ŋ tʂʰ uə e n s̪ ɒ ɪ s ɻ̩ g ɾ e ɪ
it,p i ɴ ʂ ʌ ŋ ɴ ɒ ð ɹ̩ s o ɴ a n b̞ uə rː ɾ b ɪ m i v ɪ ɾ ʌ ŋ ɔ̃ ɴ s̪ ə ʂ ɻ̩ ð a
it,x uə o tʂ uə t uə o l ɪ f iː ɴ m a ɾ ɒ ɪ l a ɴ ɳ iː ɲ i j æ n
it,ʔ a æ o tɕ
it,ɾ e ɪ ɕ iː
it,i o uə tɕ y l a p a ʂ ʌ f a t̪ ɒ i ɴ t͡ɕ i a ʂ uə ɒ
it,a ɾ o pʲ e æ a m e ɾ i k a ɳ n ɪ s o n f i a tʲ i sː ɪ m iː x o l a p uə o t e
it,uə ɾ e n o n ð e v̞ʲ e f i ð a ɾ s ɪ ð i n e s u b̞ o s k uə uː i a s o ɾ uə t a m e n t e d i n e
it,a ɾ e tɕ iː n t e ɾ e s ɾ e k e æ b e ɪ a o l̪ ɪ t o k ð ʌ e t u t̪ t ɨ ʁ w e s t e b̞ uː ʂ ɻ̩ ð ɪ p uə o s
it,ɪ k ʌ s t ɒ ɾ a tʂ uː n ɪ ʂ ɒ ʁ uə ʂ ɻ̩ b iː t a n ɳ ɪ ʂ u n ɪ
it,k ʌ m i ɴ n ɪ l e s m iː p a ɾ ɒ
it,ɒ i ɲ a
it,tʂʰ ɒ
it,tʂ ʌ p i a n b̞ o ʌ i iː p a o p ɒ lʲ ɪ e ð i a ð ɪ o ʁ ʌ ɾ ɪ k e ɕ i ʌ m a k a s a tɕ i iː tɕ i æ ɡ u m e b̞ uə ð e ð e b̞ u s̪ k ɪ
it,s uə e j uə æ ŋ d i e v uə f a ɾ e ɪ o ŋ k a k͡p̚ uə l uə ɒ
it,t͡ɕ ɒ
it,ɯ n p a ʁ s i t o ɴ iː x uə e ɪ s t a n e l e tɕ iː ð ɾ a ɪ tʂ ɾ o k e ɪ p uə a s t e ɾ ɒ
it,p a ð j a s̪ e lʲ ɪ m o ɾ a n pʰ iː s i n p i b̞ o ð j e
it,pʲ ə e n o k o lʲ iː e s t a p e t ʊ s p a tʂʰ o a t a ɾ ә m a ɳ d a
it,d i v ʌ ʂ a ŋ ɒ ŋ t ɹ̩ t̪ʰ e t u e n
it,t o a l i n t a ɪ ɾ n o d e n lː a k͡p̚ uə a i n k͡p̚ uə e ɪ b̞ i b̞ o ɴ ɒ o
it,k uə e l̪ l a s k i t a k e u n a f ʌ ɾ m a tɕʰ y œ ɴ e n ɾ ʌ ɾ iː ɕ t͡ɕ i m a ɪ
it,k uə a n t uə m e ɪ n o
it,b uə b̤ æ ɡ̤ ɨ
it,ʌ s æ ɾ ɪ k ɨ k o m e ɪ t̪ʰ iː t͡ʃʲ æ m o ð e p o s iː tʂ o p ɾ e m
it,ɒ lʲ k o n t ɾ a b̞ j uə ʌ n ð e tʂʰ e ð e v̞ʲ e s t a n t uə e w a p ts ɪ b̞ uə s uə
it,tʂ e ɛ n a ð e t̪ i b̞ e ɾ u ɕ i t a pʲ i n o lʲ e b̞ e n t iː p u b̞ e t ɾ e
it,i ŋ f e i ŋ l a n lʲ j a ɾ ɾʲ e s t a n ɴ d o uə a lʲ l u n k o f uə o ɾ i ð a n lː a ɾ u ɕ i a d u ɾ a ɴ
it,k ʌ d i b̞ i t a k s t ɾ a t e ɾ a ɒ e s t ɾ e ʂ ʌ m i n t ʌ ɾ e ɪ ɕ iː
it,e b̞ a t̪ e pʲ iː l a ʂ ɻ̩ ʁ a p ɾ a s t o ð e l uə ð uə o uə t̪ e k e n ɴ lʲ ɪ s uə ð ɪ t
it,l a b̥ a b̞ j i n v̞ʲ æ ɕ æ n ɴ d e n dʲ iː b̞ e n pʲ æ ɾ t̪ ɾ o k ʌ t i b̞ uə o b̞ o lʲ ɒ ʂ ʌ ŋ ɻ æ n i
it,o ɾ t e ʂ o ɾ ɒ d i d i e n e æ a n o uə n ɒ b̞
it,m a p e ɾ ɒ n i p uə ts o t uə tː a s d ɪ ɕ i
it,ts a ɾ a l ʂ o ð iː tʂ ɾ uə t a u m iː s̪ iː ð e l lː ʌ l a p a p uə e d ɪ l ʌ
it,e pʲ iː ɕ ɻ̩ m a ɒ e ɪ t o n a t i s t e s t æ ɪ ɕ i k o k o m i t ɾ a t͡ʃʲ æ l i k e ɛ k s ɒ o l i s ɪ l a n u
it,s uə o uə ɾ o l a l̪ ɪ tɕ j o n e n ɪ s t iː lʲ e d ɪ k o n b uə ɾ t a m e n d o ð e tɕʰ æ ɴ
it,l a ð a t e m p uə k o n o ʂ e ɾ e i m p ɾ o n t e ð iː i ɕ i t a lʲ ɪ mʲ e l a ɴ t iː k
it,ts ɒ n o ɴ ɒ ɪ ɡ ɒ f l ʌ t̪ uə i ɴ ɡ ɾ ɒ n tʂ ʌ iː t a ɾ i s uə d uə b̞ iː ɾ e t iː m o ɒ ɴ n a
it,a v e ɾ ʂ o n a ɪ k e t a tʂ ɾ iː d iː tʲ i k e ɕ i ð e l a p e ʂ o n a k͡p̚ e k o m uə
it,e s iː m b̤ ʌ ɾ t ɪ p j u uə t͡ɕ iː l ɒ a ʂ ʌ ɴ d ɪ ɾ iː ŋ lʲ ɪ o ɒ ɴ ɾ
it,a n d o lʲ ɪ s tʲ i a m uə a k i s t a n d o k uə a k e f uː
it,a ɾ a l æ t͡ʃʲ ʌ l ɪ e k w e lː o k e l a s k iː tʂ uə ɾ ʌ e n s e ɲ a
it,n i ɾ l̪ l ɪ i l t ɾ ʌ ʂ uə e n t ʌ uə ʂ e ɪ k o l o ʌ ð iː ɡ uə a ɪ ɾ ɒ ɪ
it,tʲ e l ɒ ɲ i b̞ a ʁ t̪ ʌ v̞ʲ j e p a lː a k o m i n t iː b̞ uə ɕ y ɴ ʌ e
it,i ʂ o n o m uə l tʂ o k o m e ɪ ð j ɾ e p a kʰ o ŋ m a
it,k æ ɾ f ʌ e ɪ s a s a ɴ ɳ o f uə o ɾ i t ʌ l a k a p ɾ o p ʌ b̞ iː i m e n tʂ e i ɴ tɕʰ ɪ ɾ k ʌ
it,t̪ e ð i iː t o ɾ j o e ð e a u ŋ n p e t͡ʃ ɪ e lʲ ɪ p uə o t e l ɪ p w e ɾ ɪ s t͡ɕ y t uə j e ɾ ɒ ɪ
it,e n a s t uə ɾ e i n t e ɾ n o e s p e ts a t uə o i n k uə a t ɾ o p u n t iː
it,a g a n ʌ ʐ e a ɾ j ɪ o n uə a o b̞ ɾ ʌ b̞ iː ð a ɾ e ð j e ʂ ɻ̩ a p uə ɾ t a ɾ e s p u n t ɻ̩ i tʂ ɻ̩
it,t͡ʃʲ ɻ̩ n ʌ
it,u n m i l ɻ o n ɒ ð i t͡ɕ y
it,l ɒ p ɒ tʂ ɻ̩ tʲ ɨ u kʰ ʌ s p uə lʲ e ŋ t ɒ t̪ʰ iː lː a
it,tʂ æ ɪ p uə k ʌ v ʁ i v̞ʲ uə e v o ʌ d i s̪ i ɴ ɒ
it,ɒ e m iː i t a u uə n e s tʂ ɻ̩ e ɾ e m iː tɕʰ i lʲ j a l e a l a p ɾ i ð e k uə i n ɴ d iː s uə
it,t̪ ɒ iː z ɒ m uə n ɒ z a tɕʰ e
it,ʂ ʁ o ɕ i ɕ i a ɒ ɴ ɪ ɒ
it,tɕʰ y t̪ ɹ̩ d i ɴ ɒ d i ɴ tʂ ɻ̩ kʰ o m p ʌ ʂ ʌ ɴ ɒ n s̪ e
it,a ʁ u l̪ d ij i j ɒ ð ɒ e s uə p uə ɒ b a ʔ ɒ r ɒ tɕ i t̪ o s uː n ɒ ɕ ɛ
it,b̥ a ɪ t͡ʃʲ æ n tɕʰ y l ɪ l u uə t̪ iː m a tɕʰ i f uə ə
it,l ə d ɔ n ɒ n ɛ w a ʁ m ɪ n dʲ ʊ ŋ̟ p uə ʁ m e
