lang,phonemes
it,e l e n k aiˈp j uv o t a t if i l mn e l l eˈs a l ed i s p o ˈn i b i l i
it,ˈs p ɛ ɲ ɲ e r ev o l u m ea w t o ˈm a t i k o
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l aˈf a t t͡ʃ ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,p o z i ˈt͡s j o n e
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e l l eˈs a l eˈf w ɔ r iˈo r a
it,p a s s al aˈt u ai l l u m i n a t ˈt͡s j o n e
it,f a t ˈt͡ʃ a m o
it,e l e n k aiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ed i s p o ˈn i b i l iˈo r a
it,i n i t͡s j aˈu n ap a r ˈt i t a
it,ˈk w a l iˈs o n oiˈp j uv o t a t if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mi nˈs a l ai np r o j e ˈt͡s j o n eˈo r a
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mn e l l eˈs a l eˈf w ɔ r i
it,ˈs e m p l i t͡ʃ e
it,i n t e r f a t t͡ʃ e
it,i m p o s ˈt a r ei lv o l u m ea w t o ˈm a t i k os ui n a t ˈt i v o
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e l l eˈs a l eˈf w ɔ r ii nˈk w e s t om o ˈm e n t o
it,i m p o s ˈt a r ev o l u m ea w t o ˈm a t i k ois uia t ˈt͡ʃ e z o
it,t r o v a
it,n a t u r a
it,t r a s f o r m a
it,f i ˈn a l e
it,f i r ˈm a r e
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m aˈf w ɔ r ia lm o ˈm e n t o
it,e l e n k aiˈp j up o p o ˈl a r if i l mi nˈs a l aˈf w ɔ r i
it,i m ˈp ɔ s t al aˈt u al i ˈv ɛ l l oˈd il u m i n o s i ˈt a
it,ˈk ɔ s aɛ
it,e z e ɡ w i
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mi nˈs a l ai np r o j e ˈt͡s j o n eˈo r a
it,p o r t l a n do r e ɡ o n
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n e
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l os k e r m oi n a t t i v ad e ld i s p o s i ˈt i v o
it,r i ˈs a t a
it,k a z w a l i ˈt a
it,s k a n s j o n a
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l os k e r m oar i ˈp ɔ z od e ld i s p o s i ˈt i v o
it,p a s s ai li l l u m i n a t ˈt͡s j o n e
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n ai n a t ˈt i v o
it,r i ˈm w ɔ v il a t t i v i ˈt a
it,k a m b i ai li n t e n s i ˈt a
it,p r e v i ˈz j o n e
it,r i ˈs a t ak a z u ˈa l i
it,k a n t͡ʃ e l l aa t t i v i ˈt a
it,t͡ʃ e r k aiˈp j uv o t a t if i l mi nˈs a l aˈf w ɔ r iˈo r a
it,e l e n k aiˈp j up o p o ˈl a r if i l ma lˈt͡ʃ i n e m aˈf w ɔ r iˈo r a
it,o ˈr a r j o
it,m o s t r a m il ei m p o s t a t ˈt͡s j o n id e l l os k e r m oi n a t ˈt i v od e ld i s p o s i ˈt i v o
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,r i p e t i
it,t͡ʃ i t t ˈa
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n e
it,t͡ʃ e r k aim i ʎ ʎ o r if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,ˈn o nn o t i f i ˈk a r m il aˈp ɔ s t a
it,p r o s s i m eˈo r e
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n is s
it,r i d i
it,ɡ r a m m i
it,b r i l l a n ˈt e t t͡s a
it,e l e n k aiˈp j up o p o ˈl a r if i l mi nˈs a l ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,t͡ʃ e r k aiˈp j uv o t a t if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,d o v il as t a ˈt͡s j o n es p a t ˈt͡s j a l ei n t e r n a t͡s j o n ˈa l e
it,ˈs ɛ t t ai lv o l u m ea w t o ˈm a t i k ois uia t ˈt͡ʃ e z o
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l aˈp a d͡ʒ i n ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈf a t t͡ʃ ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,e l e n k aim i ʎ ʎ o r if i l mi nˈs a l aˈf w ɔ r i
it,t͡ʃ e r k aiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n e
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l aˈp a d͡ʒ i n ai n a t ˈt i v o
it,t͡ʃ e r k aim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n eˈo r a
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,e l e n k aim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,r e d͡ʒ i s t r a t͡s ˈj o n e
it,ˈw ɔ v o
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n e
it,e l e n k aim i ʎ ʎ o r if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n e
it,e z e ˈɡ w i r el ad i a ɲ ɲ o s t i k aae m i l i
it,i m ˈp ɔ s t av o l u m ea w t o ˈm a t i k os ua t ˈt i v o
it,n a ˈt͡s j o n e
it,p j a t t a ˈf o r m a
it,i m p o s ˈt a r ev o l u m ea w t o ˈm a t i k oa t ˈt i v o
it,a t t i ˈv a r ei lv o l u m ea w t o ˈm a t i k o
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l os k e r m oo m e
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l aˈp a d͡ʒ i n aar i ˈp ɔ z od e ld i s p o s i ˈt i v o
it,k o n t i n w aar a k k o n ˈt a r el aˈf j a b a
it,p a s s al aˈt u al u m i n o s i ˈt a
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l aˈp a d͡ʒ i n ao m ed e ld i s p o s i ˈt i v o
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,p r o s s i m a
it,r e t i
it,a w s t i n
it,m o s t r a m il ei m p o s t a t ˈt͡s j o n id e l l aˈf a t t͡ʃ ao m e
it,e l e n k aiˈp j uv o t a t if i l ma lˈt͡ʃ i n e m aˈf w ɔ r i
it,e l e n k aiˈp j up o p o ˈl a r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,ˈk w a l iˈs o n oif i l mˈp j up o p o ˈl a r ii np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,d i z a t t i v ai lv o l u m ea w t o ˈm a t i k o
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l aˈf a t t͡ʃ aar i ˈp ɔ z od e ld i s p o s i ˈt i v o
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l os k e r m oi n a t ˈt i v od e ld i s p o s i ˈt i v o
it,ˈn o nn o t i f i ˈk a r m iˈp j ul am a i l
it,ˈn o nn o t i f i ˈk a r m iˈp j ul ee m a ˈi l
it,ˈs ɛ t t av o l u m ea w t o ˈm a t i k os ua t ˈt i v o
it,t͡ʃ e r k aim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,t r o v ai lf i l e
it,ˈp j uˈt a r d i
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ed i s p o ˈn i b i l ii nˈk w e s t om o ˈm e n t o
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mi nˈs a l ai np r o j e ˈt͡s j o n e
it,r e n d ik a z u ˈa l e
it,ˈm o s t r al as k e r m a t av i f i
it,m o s t r a m il ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n ao m ed e ld i s p o s i ˈt i v o
it,e l e n k aim i ʎ ʎ o r if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,ˈs ɛ iˈt r ɔ p p oˈf j ɔ k o
it,u n i ˈt a
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n ao m ed e ld i s p o s i ˈt i v o
it,p a s s ai ll i ˈv ɛ l l oˈd il u m i n o s i ˈt a
it,p u ˈl i ʃ ʃ il em i z u r ed e lv o l u m ea w t o ˈm a t i k o
it,ˈk it iaˈf a t t o
it,t͡ʃ e r k aim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l iˈo r a
it,ˈl i s t a
it,i m p o s ˈt a r ei lv o l u m ea w t o ˈm a t i k oa t ˈt i v o
it,a b b a s s a
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,ˈk w a l iˈs o n oiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,m i k r o f t
it,ˈk w a l iˈs o n oif i l mˈp j up o p o ˈl a r iˈo r an e iˈt͡ʃ i n e m a
it,e l e n k aim i ʎ ʎ o r if i l mn e l l eˈs a l eˈf w ɔ r ia lm o ˈm e n t o
it,t͡ʃ e r k aim i ʎ ʎ o r if i l mi nˈs a l ad i s p o ˈn i b i l iˈo r a
it,s e t ˈt a r ei lv o l u m ea w t o ˈm a t i k oa t ˈt i v o
it,o s k u r a
it,p e ˈz a n t e
it,ˈk w a l iˈs o n oif i l mˈp j up o p o ˈl a r ii np r o j e ˈt͡s j o n ed e lm o ˈm e n t o
it,e s p e ˈr j ɛ n t͡s a
it,t͡ʃ e r k aiˈp j uv o t a t if i l mn e l l eˈs a l ed i s p o ˈn i b i l i
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l ma lˈt͡ʃ i n e m aˈf w ɔ r iˈo r a
it,ˈm o s t r af i l er e t͡ʃ e n t i
it,e l e n k aim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,s o r d͡ʒ e
it,d i m m iif i l mˈp j up o p o ˈl a r i
it,e l i m i n a
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mi nˈs a l aˈf w ɔ r ia lm o ˈm e n t o
it,e l e n k aiˈp j up o p o ˈl a r if i l mi nˈs a l ai np r o j e ˈt͡s j o n eˈo r a
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e lˈv i z oar i ˈp ɔ z o
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l iˈo r a
it,k i l o ɡ r a m m i
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l aˈp a d͡ʒ i n aar i ˈp ɔ z o
it,t͡ʃ e r k aim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m aˈf w ɔ r i
it,i m p o s t a t ˈt͡s j o n i
it,ˈk w a l iˈs o n oiˈp j uv o t a t if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,ˈm o s t r aa t t i v i ˈt aa t t u ˈa l i
it,m o s t r a m il ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n aar i ˈp ɔ z od e ld i s p o s i ˈt i v o
it,e l e n k aiˈp j up o p o ˈl a r if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,r e t iw i r e ˈl ɛ s s
it,t͡ʃ e r k aiˈp j uv o t a t if i l mn e l l eˈs a l ed i s p o ˈn i b i l ia lm o ˈm e n t o
it,e l e n k aim i ʎ ʎ o r if i l mn e l l eˈs a l ed i s p o ˈn i b i l ii nˈk w e s t om o ˈm e n t o
it,p u ˈl i ʃ ʃ im i z u r a ˈt͡s j o n id e lv o l u m ea w t o ˈm a t i k o
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l aˈf a t t͡ʃ aar i ˈp ɔ z o
it,s t a ˈt i s t i k aˈd iˈb a z e
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mn e l l eˈs a l eˈf w ɔ r iˈo r a
it,m o s t r a m il ei m p o s t a t ˈt͡s j o n id e l l as k e r m a t ai n a t ˈt i v o
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ed i s p o ˈn i b i l iˈo r a
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l ma lˈt͡ʃ i n e m ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,e l e n k aiˈp j uv o t a t if i l mi nˈs a l ai np r o j e ˈt͡s j o n e
it,i m ˈp ɔ s t ai ll i ˈv ɛ l l oˈd il u m i n o s i ˈt a
it,v i v e
it,ˈs ɛ iˈt r ɔ p p ol u m i ˈn o s o
it,e l e n k aim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m aˈf w ɔ r iˈo r a
it,t͡ʃ e r k aim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n iˈd ir i ˈp r i s t i n oˈd iˈf a b b r i k a
it,k o n f i ɡ u r a
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e ld i s p o s i ˈt i v o
it,e z e ˈɡ w i r el ad i a ɲ ɲ o s t i k aam v
it,e l e n k aiˈp j uv o t a t if i l mn e l l eˈs a l eˈf w ɔ r iˈo r a
it,t͡ʃ e r k af i l mˈp j up o p o ˈl a r i
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e l l eˈs a l ed i s p o ˈn i b i l iˈo r a
it,ˈd a t a
it,m o ˈn i t o r i t t͡s a
it,ˈm o s t r air e t͡ʃ e n t i
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l as k e r m a t ai n a t t i v ad e ld i s p o s i ˈt i v o
it,a l t͡s al al u m i n o s i ˈt a
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l as k e r m a t ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,i m p o s ˈt a r e
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mi nˈs a l ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,ˈn o nn o t i f i ˈk a r m iˈp j ul an w ɔ v am a i l
it,ˈk w a l iˈs o n oiˈp j uv o t a t if i l mn e l l eˈs a l eˈf w ɔ r ia lm o ˈm e n t o
it,ˈf i n e
it,i n d i ˈr i t t͡s oˈr e t e
it,e l e n k aiˈp j uv o t a t if i l mi nˈs a l ai np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,aˈf o r m aˈd i
it,ˈs o r d o
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,ˈk ɔ s a
it,e ˈl ɛ ŋ k o
it,d͡ʒ o k a
it,s e t ˈt a r ev o l u m ea w t o ˈm a t i k oa t ˈt i v o
it,e l e n k aiˈp j uv o t a t if i l mn e l l eˈs a l ed i s p o ˈn i b i l iˈo r a
it,e l e n k aim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l ii nˈk w e s t om o ˈm e n t o
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m aˈf w ɔ r iˈo r a
it,r i ˈz a t em a l v a ˈd͡ʒ a
it,t r o v al as t a ˈt͡s j o n es p a t ˈt͡s j a l ei n t e r n a t͡s j o n ˈa l e
it,k a m b i al a t t i v i ˈt ak o r ˈr ɛ n t e
it,p e r ˈk eˈn o iˈn o n
it,d i m m iˈu n at͡ʃ i t a t͡s ˈj o n e
it,t͡ʃ e r k aiˈp j uv o t a t if i l mi nˈs a l ai np r o j e ˈt͡s j o n eˈo r a
it,p j o v o z o
it,d o v e
it,u m i d i ˈt a
it,ˈk w a l iˈs o n oif i l mˈp j up o p o ˈl a r id e lm o ˈm e n t o
it,i l l u m i ˈn a r e
it,l e d d͡ʒˈu n aˈf a v o l a
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n e
it,ˈm a n i t ɛ r
it,k a n t͡ʃ e l l al a t t i v i ˈt a
it,ˈs o l e
it,ˈm o s t r a
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e lˈv i z oar i ˈp ɔ z o
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l aˈf a t t͡ʃ ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l ma lˈt͡ʃ i n e m aˈf w ɔ r iˈo r a
it,n e v i s k j o
it,r o t ˈt u r a
it,ˈr e t ew i r e ˈl ɛ s s
it,k o n t r o
it,s a l t a
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n e
it,e l e n k aiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l ii nˈk w e s t om o ˈm e n t o
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l os k e r m oar i ˈp ɔ z o
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l aˈf a t t͡ʃ aar i ˈp ɔ z od e ld i s p o s i ˈt i v o
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l as k e r m a t ai n a t t i v ad e ld i s p o s i ˈt i v o
it,t͡ʃ e r k aim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n e
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l as k e r m a t ai n a t t i v ad e ld i s p o s i ˈt i v o
it,k a n t͡ʃ e l l al em i z u r ed e lv o l u m ea w t o ˈm a t i k o
it,a b i t a t
it,ˈn o m e
it,e l e n k aiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,t e r m i n aa t t i v i ˈt aa t t u ˈa l e
it,e l e n k aiˈp j uv o t a t if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,k a m ˈb j a r e
it,e l e n k aiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l i
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ed i s p o ˈn i b i l i
it,ˈk w a l iˈs o n oiˈp j uv o t a t if i l mn e l l eˈs a l eˈf w ɔ r i
it,ˈl i s t e
it,t͡ʃ e r k aiˈp j uv o t a t if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n e
it,e l e n k aiˈp j up o p o ˈl a r if i l mi nˈs a l ai np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l aˈp a d͡ʒ i n ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,e l e n k aiˈp j uv o t a t if i l mn e l l eˈs a l eˈf w ɔ r ii nˈk w e s t om o ˈm e n t o
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈf a t t͡ʃ aar i ˈp ɔ z o
it,e l e n k aiˈp j uv o t a t if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,k w a lˈɛ r a
it,d o v eˈs ɛ iˈn a t o
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mn e l l eˈs a l ed i s p o ˈn i b i l iˈo r a
it,ˈk w a l iˈs o n oif i l mˈp j up o p o ˈl a r ii np r o j e ˈt͡s j o n eˈo r aa lˈt͡ʃ i n e m a
it,m o ˈs t r a r e
it,ˈa l b a
it,t͡ʃ e r k aiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,e z e ˈɡ w i r el ad i a ɲ ɲ o s t i k aam b
it,ˈk w a l iˈs o n oif i l mˈp j up o p o ˈl a r ii np r o j e ˈt͡s j o n ea lm o ˈm e n t on e iˈt͡ʃ i n e m a
it,d i m m iˈk w a l k et͡ʃ i t a t͡s ˈj o n e
it,i n f o r m a t ˈt͡s j o n id e t t a ʎ ˈʎ a t e
it,d a m m iˈk w a l k et͡ʃ i t a t͡s ˈj o n e
it,ˈk w a l iˈs o n oiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m aˈf w ɔ r iˈo r a
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n aar i ˈp ɔ z od e ld i s p o s i ˈt i v o
it,a u ˈm e n t a
it,p r e t͡ʃ e d ˈɛ n t e
it,m o s t r a m il ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n ai n a t ˈt i v od e ld i s p o s i ˈt i v o
it,k a s ˈs e t t ad e l l aˈp ɔ s t a
it,m o s t r a m il ei m p o s t a t ˈt͡s j o n id e l l aˈf a t t͡ʃ ai n a t t i v ad e ld i s p o s i ˈt i v o
it,k i k a ɡ o
it,e l e n k aiˈp j uv o t a t if i l mn e l l eˈs a l ei np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,d a m m iˈk w a l k ea f o ˈr i z m a
it,k a m b i a
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e l l eˈs a l eˈf w ɔ r i
it,d i m e n t i k a
it,p o e ˈd ɛ k s
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l as k e r m a t ai n a t ˈt i v o
it,p j ɛ d i
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l os k e r m oo m e
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n aar i ˈp ɔ z o
it,f e ˈl i t͡ʃ e
it,a v v i z a m iˈk w a n d oa r r i v aˈp ɔ s t a
it,e l e n k aim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mi nˈs a l aˈf w ɔ r iˈo r a
it,i lp o e ˈd ɛ k sd i t͡ʃ e
it,ˈp j uˈs e m p l i t͡ʃ e
it,m o s t r a m il ep r e f e ˈr ɛ n t͡s ed e l l as k e r m a t ao m e
it,m e t t ii lv o l u m ea w t o ˈm a t i k ois uiˈs p ɛ n t o
it,a t t i v ai lv o l u m ea w t o ˈm a t i k o
it,p r e t͡ʃ i p i t a t t͡s ˈj o n e
it,d o ˈv r e m m o
it,t͡ʃ e r k aim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m ai np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,f r a z i
it,ɔn w ɔ v aˈp ɔ s t a
it,s i ˈs t ɛ m a
it,e l e n k aiˈp j uv o t a t if i l mi nˈs a l ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,ˈp e s o
it,p w ɔ jˈr i d e r e
it,ˈf o r m a
it,t͡ʃ e r k aim i ʎ ʎ o r if i l mi nˈs a l ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,i n t e r ˈf a t t͡ʃ a
it,ˈn o nn o t i f i ˈk a r m il an w ɔ v aˈp ɔ s t a
it,d i m i n u ˈi ʃ ʃ i
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e lˈv i z oo m e
it,n j uˈj ɔ r k
it,e l e n k aim i ʎ ʎ o r if i l ma lˈt͡ʃ i n e m aˈf w ɔ r iˈo r a
it,ˈm o s t r al ep r e f e ˈr ɛ n t͡s ed e l l aˈf a t t͡ʃ ai n a t t i v a
it,t͡ʃ e r k aiˈp j up o p o ˈl a r if i l mi nˈs a l ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,ˈk w a l iˈs o n oiˈp j up o p o ˈl a r if i l mn e l l eˈs a l eˈf w ɔ r ii nˈk w e s t om o ˈm e n t o
it,k o n t r o l ˈl a r en v
it,t͡ʃ e r k aiˈp j uv o t a t if i l mi nˈs a l ai np r o j e ˈt͡s j o n ei nˈk w e s t om o ˈm e n t o
it,r e ˈd͡ʒ i s t r a
it,e l e n k aiˈp j up o p o ˈl a r if i l mn e iˈt͡ʃ i n e m aˈf w ɔ r ia lm o ˈm e n t o
it,i m p o s ˈt a r ei lv o l u m ea w t o ˈm a t i k os ua t ˈt i v o
it,i m ˈp ɔ s t ai lv o l u m ea w t o ˈm a t i k os ua t ˈt i v o
it,t͡ʃ e r k aiˈp j uv o t a t if i l mn e iˈt͡ʃ i n e m ad i s p o ˈn i b i l ii nˈk w e s t om o ˈm e n t o
it,kˈɛ m m e
it,k l j e n t i
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈp a d͡ʒ i n ai n a t t i v ad e ld i s p o s i ˈt i v o
it,ˈp a w z a
it,r i d ik o m ea l ɛ k s a
it,ˈk w a l iˈs o n oim i ʎ ʎ o r if i l mn e iˈt͡ʃ i n e m aˈf w ɔ r ii nˈk w e s t om o ˈm e n t o
it,d i m i n u ˈi r e
it,e l e n k aiˈp j up o p o ˈl a r if i l ma lˈt͡ʃ i n e m ad i s p o ˈn i b i l ia lm o ˈm e n t o
it,ˈs w ɔ n a
it,t r a ˈm o n t o
it,e l e n k aiˈp j up o p o ˈl a r if i l mi nˈs a l ai np r o j e ˈt͡s j o n ea lm o ˈm e n t o
it,k a m b i ai ll i ˈv ɛ l l oˈd ii n t e n s i ˈt a
it,k o n t i n w ak o nl aˈf j a b a
it,t͡ʃ e r k aim i ʎ ʎ o r if i l mn e l l eˈs a l eˈf w ɔ r i
it,ˈa u d j o
it,s a l u t i
it,ˈn o nn o t i f i ˈk a r m il an w ɔ v am a i l
it,ˈm o s t r al ei m p o s t a t ˈt͡s j o n id e l l aˈf a t t͡ʃ ao m ed e ld i s p o s i ˈt i v o
it,ˈk w a l iˈs o n oiˈp j uv o t a t if i l ma lˈt͡ʃ i n e m ad i s p o ˈn i b i l ii nˈk w e s t om o ˈm e n t o
